timestamp,image_path,name,ticker,price,trend
2025-12-08T21:25:08.027674Z,screenshots\capture_20251209_022507_119.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:09.566266Z,screenshots\capture_20251209_022509_030.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:11.221628Z,screenshots\capture_20251209_022510_570.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:12.792763Z,screenshots\capture_20251209_022512_223.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:14.632052Z,screenshots\capture_20251209_022513_798.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:16.667516Z,screenshots\capture_20251209_022515_684.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:18.449153Z,screenshots\capture_20251209_022517_748.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:20.029870Z,screenshots\capture_20251209_022519_500.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:21.503237Z,screenshots\capture_20251209_022521_036.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:23.000186Z,screenshots\capture_20251209_022522_505.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:24.490266Z,screenshots\capture_20251209_022524_003.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:26.157850Z,screenshots\capture_20251209_022525_493.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:28.137991Z,screenshots\capture_20251209_022527_279.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:29.754420Z,screenshots\capture_20251209_022529_140.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:31.388057Z,screenshots\capture_20251209_022530_756.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:34.532207Z,screenshots\capture_20251209_022533_065.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:37.390350Z,screenshots\capture_20251209_022535_794.png,Robinhood Brave,APP,$689.11,down
2025-12-08T21:25:39.344668Z,screenshots\capture_20251209_022538_421.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:41.502152Z,screenshots\capture_20251209_022540_347.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:43.728238Z,screenshots\capture_20251209_022542_509.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:45.708549Z,screenshots\capture_20251209_022544_736.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:48.039722Z,screenshots\capture_20251209_022546_724.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:49.720435Z,screenshots\capture_20251209_022549_045.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:51.416980Z,screenshots\capture_20251209_022550_722.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:53.395487Z,screenshots\capture_20251209_022552_455.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:55.869374Z,screenshots\capture_20251209_022554_628.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:57.766557Z,screenshots\capture_20251209_022556_872.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:25:59.401332Z,screenshots\capture_20251209_022558_768.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:26:01.043049Z,screenshots\capture_20251209_022600_404.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:26:02.590905Z,screenshots\capture_20251209_022602_045.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:26:04.164507Z,screenshots\capture_20251209_022603_593.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:26:05.607471Z,screenshots\capture_20251209_022605_169.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:26:07.251841Z,screenshots\capture_20251209_022606_611.png,Robinhood Brave,APP,$689.95,down
2025-12-08T21:26:08.723413Z,screenshots\capture_20251209_022608_258.png,Robinhood Brave,APP,$689.95,down
2025-12-08T22:17:13.747362Z,screenshots\capture_20251209_031713_005.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:15.155544Z,screenshots\capture_20251209_031714_749.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:16.541083Z,screenshots\capture_20251209_031716_158.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:17.941602Z,screenshots\capture_20251209_031717_542.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:19.373895Z,screenshots\capture_20251209_031718_943.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:21.131036Z,screenshots\capture_20251209_031720_376.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:22.545344Z,screenshots\capture_20251209_031722_147.png,Robinhood Brave,APP,$691.01,none
2025-12-08T22:17:23.969502Z,screenshots\capture_20251209_031723_546.png,Robinhood Brave,APP,$691.01,none
2025-12-08T22:17:25.471758Z,screenshots\capture_20251209_031724_972.png,Robinhood Brave,APP,$691.01,none
2025-12-08T22:17:26.882048Z,screenshots\capture_20251209_031726_473.png,Robinhood Brave,APP,$691.01,none
2025-12-08T22:17:28.531090Z,screenshots\capture_20251209_031727_885.png,Robinhood Brave,APP,$691.01,none
2025-12-08T22:17:30.014161Z,screenshots\capture_20251209_031729_532.png,Robinhood Brave,APP,$691.01,none
2025-12-08T22:17:31.567344Z,screenshots\capture_20251209_031731_016.png,Robinhood Brave,APP,$691.01,none
2025-12-08T22:17:33.095138Z,screenshots\capture_20251209_031732_571.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:34.553093Z,screenshots\capture_20251209_031734_096.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:17:59.788432Z,screenshots\capture_20251209_031759_224.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:01.406997Z,screenshots\capture_20251209_031800_790.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:02.860732Z,screenshots\capture_20251209_031802_408.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:04.408525Z,screenshots\capture_20251209_031803_867.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:05.989584Z,screenshots\capture_20251209_031805_410.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:07.447062Z,screenshots\capture_20251209_031806_991.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:08.988023Z,screenshots\capture_20251209_031808_449.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:10.460145Z,screenshots\capture_20251209_031809_989.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:11.873974Z,screenshots\capture_20251209_031811_463.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:13.351271Z,screenshots\capture_20251209_031812_876.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:14.776895Z,screenshots\capture_20251209_031814_356.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:16.254044Z,screenshots\capture_20251209_031815_778.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:17.729232Z,screenshots\capture_20251209_031817_255.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:19.169713Z,screenshots\capture_20251209_031818_734.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:20.582431Z,screenshots\capture_20251209_031820_171.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:21.978217Z,screenshots\capture_20251209_031821_583.png,Robinhood Brave,APP,$691.01,down
2025-12-08T22:18:23.435509Z,screenshots\capture_20251209_031822_979.png,Robinhood Brave,APP,$691.01,down
