timestamp,image_path,name,ticker,price,trend
2025-12-08T22:18:22.560703Z,screenshots\hwnd_3016426\capture_20251209_031822_099.png,Robinhood Brave,BTC,$91036.99,down
2025-12-08T22:18:23.947303Z,screenshots\hwnd_3016426\capture_20251209_031823_562.png,Robinhood Brave,BTC,$91036.99,down
2025-12-08T22:18:25.317584Z,screenshots\hwnd_3016426\capture_20251209_031824_951.png,Robinhood Brave,BTC,$91036.99,down
2025-12-08T22:18:26.704907Z,screenshots\hwnd_3016426\capture_20251209_031826_319.png,Robinhood Brave,BTC,$91036.99,down
2025-12-08T22:18:28.095666Z,screenshots\hwnd_3016426\capture_20251209_031827_706.png,Robinhood Brave,BTC,$91036.99,down
2025-12-08T22:18:29.516788Z,screenshots\hwnd_3016426\capture_20251209_031829_096.png,Robinhood Brave,BTC,$91036.99,down
2025-12-08T22:18:31.014659Z,screenshots\hwnd_3016426\capture_20251209_031830_518.png,Robinhood Brave,BTC,$91036.99,down
2025-12-08T22:18:32.395039Z,screenshots\hwnd_3016426\capture_20251209_031832_015.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:33.839837Z,screenshots\hwnd_3016426\capture_20251209_031833_396.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:35.183244Z,screenshots\hwnd_3016426\capture_20251209_031834_841.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:36.653954Z,screenshots\hwnd_3016426\capture_20251209_031836_187.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:38.144649Z,screenshots\hwnd_3016426\capture_20251209_031837_655.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:39.571946Z,screenshots\hwnd_3016426\capture_20251209_031839_146.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:41.111992Z,screenshots\hwnd_3016426\capture_20251209_031840_574.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:42.709965Z,screenshots\hwnd_3016426\capture_20251209_031842_114.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:44.256741Z,screenshots\hwnd_3016426\capture_20251209_031843_711.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:45.754056Z,screenshots\hwnd_3016426\capture_20251209_031845_258.png,Robinhood Brave,BTC,$91032.44,down
2025-12-08T22:18:47.319789Z,screenshots\hwnd_3016426\capture_20251209_031846_757.png,Robinhood Brave,BTC,$91032.44,down
