timestamp,image_path,name,ticker,price,trend
2026-01-24T00:18:07.569432Z,screenshots\hwnd_1903486\capture_20260124_051807_269.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:08.963271Z,screenshots\hwnd_1903486\capture_20260124_051808_579.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:10.258015Z,screenshots\hwnd_1903486\capture_20260124_051809_970.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:11.557546Z,screenshots\hwnd_1903486\capture_20260124_051811_260.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:12.858484Z,screenshots\hwnd_1903486\capture_20260124_051812_559.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:14.268516Z,screenshots\hwnd_1903486\capture_20260124_051813_860.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:15.587565Z,screenshots\hwnd_1903486\capture_20260124_051815_273.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:16.956459Z,screenshots\hwnd_1903486\capture_20260124_051816_589.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:18.348702Z,screenshots\hwnd_1903486\capture_20260124_051817_960.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:19.703801Z,screenshots\hwnd_1903486\capture_20260124_051819_350.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:20.961779Z,screenshots\hwnd_1903486\capture_20260124_051820_708.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:22.336143Z,screenshots\hwnd_1903486\capture_20260124_051821_971.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:23.615375Z,screenshots\hwnd_1903486\capture_20260124_051823_340.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:24.903840Z,screenshots\hwnd_1903486\capture_20260124_051824_619.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:26.210438Z,screenshots\hwnd_1903486\capture_20260124_051825_906.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:27.534453Z,screenshots\hwnd_1903486\capture_20260124_051827_212.png,Robinhood Brave,BTC,$89439.66,down
2026-01-24T00:18:28.848216Z,screenshots\hwnd_1903486\capture_20260124_051828_546.png,Robinhood Brave,BTC,$89439.66,down
